Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,angular_distance_from_cluster_center_2,Linear_distance_from_cluster_center,Star_Count
0,24.6852,87.4165,34.5866,29.1319,251.749,-45.853,1.34097,1.0106,-5.2918,-1,0.753637,10.7555,1.48421,Gaia DR3 5940106659927602944,251.7482698,-45.85290974,0,0,102,1.63615E+18,5.94011E+18,1660579906,0.3039,0.2292,-0.0376,0.3537,-0.1063,4.744,-2.123,0.402,-4.243,0.341,-0.1219,-0.1493,-0.2198,0.0887,-0.1989,0.186,-0.5039,-0.2746,0.2016,-0.2574,268,0,266,2,2.9554,379.4,1.171,3.1492,95,FALSE,,1.2014,0.0678,0.054,-0.008,0.083,-0.15,-0.037,32,17,0.604799,32,0.04259,91.14,0,0,1.131,0,265,397.74136,1.28888,308.595,19.188364,0.004469,13,28.7323,6.90026,4.16395,21.692616,0.260762,27,627.417,8.20159,76.4995,17.754004,0.014687,1.65,0,2,0,1,1,3.938612,2.504251,1.434361,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999999,,,,,,,,,,,,,,,,,,,,,,,251.7482833,-45.85289088,6.512464,5.574632,-0.2609,1.842466,0.010188755,0.71130861,18
0,18.4501,37.9028,21.9987,10.8863,251.771,-45.8335,1.68369,1.68361,-5.6726,-1,0.999951,-80.3414,11.6482,Gaia DR3 5940106797351177472,251.7705011,-45.83331733,0,0,108,1.63615E+18,5.94011E+18,965569690,0.0751,0.0542,0.3343,0.0868,3.8509,2.186,0.939,0.102,-1.974,0.086,-0.2427,-0.1864,-0.3704,0.1062,-0.0218,0.1312,-0.4887,-0.0074,0.0529,-0.2562,377,0,374,3,1.2002,421.21,0.167,0.76172,31,FALSE,1.328,,,,,,,,44,19,0.152519,46,0.01974,90.36,1,0,1.044,0,378,2318.03786,1.7629,1314.9,17.274565,0.002876,44,624.374,5.70588,109.427,18.34993,0.010307,41,2680.33,18.6134,144,16.177425,0.008434,1.426,0,44,0,41,0,2.172504,1.075365,1.097139,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999999,,,,,,,,,,,,,,,,,,,,,,,251.7704952,-45.83330855,1.657257,1.402543,-0.2569,1.404732,0.010379496,0.724624871,19
0,30.3715,135.335,12.6403,27.881,251.784,-45.8529,2.44566,0.588609,-5.44415,-1,0.240675,53.4521,5.60801,Gaia DR3 5940106037155292672,251.7831573,-45.85236117,0.001,0,79,1.63615E+18,5.94011E+18,59674982,0.6654,0.4082,1.7902,0.663,2.6999,5.779,-2.613,0.876,-5.154,0.651,0.2145,0.0683,-0.5078,-0.1364,0.0956,-0.1678,-0.4165,-0.3213,-0.0464,0.1758,246,0,246,0,5.9577,439.24,2.522,6.3303,95,FALSE,,1.1818,0.1311,-0.061,0.014,0.063,-0.015,-0.085,29,17,1.301422,33,0.05216,101.3,0,0,1.282,0,244,187.98925,1.01474,185.259,20.002035,0.006476,13,27.5747,5.75282,4.79325,21.737265,0.226531,27,291.404,9.78793,29.7717,18.586658,0.036664,1.697,0,0,0,0,1,3.150606,1.735229,1.415377,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999998,,,,,,,,,,,,,,,,,,,,,,,251.783174,-45.85233827,14.369083,10.584625,0.1816,2.86562,0.011207505,0.782430745,20
0,38.6096,203.555,9.04366,11.3442,251.791,-45.8347,1.86942,1.86906,-7.26828,-1,0.99981,-73.6514,30.1801,Gaia DR3 5940199877892579072,251.791538,-45.83406539,0,0,96,1.63615E+18,5.9402E+18,44437317,0.0288,0.0204,0.3807,0.0312,12.2061,5.6,-2.625,0.041,-4.947,0.033,-0.0782,-0.0431,-0.4171,-0.0277,-0.0858,0.0064,-0.4673,-0.0992,0.0635,-0.1553,343,0,338,5,1.3884,374.97,0.078,1.1911,31,FALSE,1.366,,,,,,,,40,18,0.059235,42,0.03184,92.88,0,0,1.053,0,341,15114.92669,5.60501,2696.68,15.238852,0.002785,42,4882.5,12.016,406.332,16.116936,0.003863,42,15163.1,17.6479,859.202,14.295926,0.003985,1.326,0,0,0,0,0,1.82101,0.878084,0.942925,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999999,8597.3,8592.4,8599.5,3.5053,3.5005,3.5151,-0.2527,-0.2531,-0.2522,2708.629,2680.2612,2722.683,3.8338,3.8312,3.8366,3.1443,3.1423,3.1464,1.7401,1.7389,1.7414,PHOENIX,251.7915547,-45.83404341,0.669202,0.53581,-0.1488,2.657657,0.011993214,0.837283528,21
0,11.928,49.651,34.5099,9.50103,251.751,-45.8312,0.849194,0.640796,-4.28717,-1,0.754594,-3.72336,12.2881,Gaia DR3 5940106797366443776,251.7512678,-45.83097898,0.001,0,68,1.63615E+18,5.94011E+18,1384779250,1.3178,0.6746,0.097,0.9195,0.1055,1.79,-1.458,1.941,-1.038,1.09,0.7028,0.2558,-0.7529,-0.6135,0.3686,-0.6437,-0.6935,-0.4187,-0.274,0.7642,188,0,188,0,-0.4255,185.37,0,1.49E-15,95,FALSE,,1.3639,0.1724,0.029,0.162,0.315,-0.049,-0.077,22,13,3.170259,24,0.03061,85.88,0,0,0.976,0,196,141.35659,0.961728,146.982,20.311577,0.007884,10,35.4138,11.3795,3.11206,21.46561,0.348892,10,135.154,9.00218,15.0134,19.420826,0.072416,1.207,0,0,0,0,0,2.044785,1.154034,0.890751,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999986,,,,,,,,,,,,,,,,,,,,,,,251.7512771,-45.83097437,32.054744,17.920721,0.7698,1.029032,0.012812334,0.894468814,22
0,71.0892,192.122,19.5129,31.1826,251.773,-45.8561,2.34898,1.72604,-7.25355,-1,0.734805,32.764,6.65854,Gaia DR3 5940106007100724224,251.7732768,-45.85482849,0,0,99,1.63615E+18,5.94011E+18,1326689519,0.0836,0.0597,0.3043,0.0957,3.1789,1.875,-0.745,0.117,-1.721,0.095,-0.1143,-0.1045,-0.345,0.0193,-0.0854,0.0511,-0.4777,-0.1239,0.0858,-0.1482,362,0,362,0,-0.4033,362.01,0,0,31,FALSE,1.34,,,,,,,,42,19,0.168689,45,0.02571,93.44,0,0,0.984,0,362,1814.29104,1.58697,1143.24,17.5406,0.002914,41,531.759,9.57531,55.5344,18.524256,0.019749,37,1863.83,21.7404,85.7311,16.571878,0.013216,1.32,0,3,0,3,0,1.952377,0.983656,0.968721,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999993,5619.7,5470.6,5804.3,4.6706,4.6265,4.7054,-1.9061,-2.3329,-1.5744,830.2748,774.8001,922.4523,2.6808,2.5769,2.8027,2.0407,1.9549,2.1442,1.1367,1.0874,1.1936,PHOENIX,251.7732816,-45.85482084,1.909343,1.541435,-0.1461,4.625176,0.01286929,0.898445083,23
0,69.0638,128.18,26.1533,32.4521,251.762,-45.8572,3.81244,0.64898,-5.90161,-1,0.170227,-39.6539,11.7163,Gaia DR3 5940106007100724096,251.7624221,-45.85716406,0,0,95,1.63615E+18,5.94011E+18,1534048488,0.1062,0.0767,0.0247,0.1152,0.2143,4.195,-2.007,0.151,-3.684,0.118,-0.0546,-0.0724,-0.3926,-0.0066,-0.1147,0.0264,-0.5125,-0.1636,0.0557,-0.1615,324,0,324,0,1.0095,1817,0.849,51.436,95,FALSE,,1.0576,0.0233,-0.009,0.14,0.053,-0.103,-0.038,37,18,0.217844,41,0.007115,80.85,0,0,1.039,0,331,5521.07579,7.65835,720.923,16.332308,0.00314,39,112.555,6.92645,16.25,20.210135,0.066873,37,10002.5,34.8162,287.294,14.747629,0.005345,1.832,0,1,0,1,0,5.462505,3.877827,1.584679,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,3693.3,3691.4,3695.4,0.8683,0.8451,0.8791,-0.2487,-0.2497,-0.2471,2241.2144,2212.1814,2300.8113,9.999,9.997,9.9998,5.744,5.7415,5.7467,3.5884,3.5868,3.5898,PHOENIX,251.7624349,-45.85714769,2.460421,1.934942,-0.1562,1.082951,0.013601432,0.949558179,24
0,15.4694,29.3685,2.55949,11.5695,251.802,-45.8354,1.31381,1.30527,-4.1276,-1,0.993504,-59.8824,10.326,Gaia DR3 5940199843532839296,251.8017142,-45.83601683,0,0,107,1.63615E+18,5.9402E+18,872910333,0.0439,0.0321,0.2779,0.0494,5.6305,4.384,-1.861,0.062,-3.969,0.052,-0.2065,-0.1214,-0.3508,0.034,-0.0568,0.0669,-0.4591,-0.0315,0.0336,-0.2657,371,0,369,2,10.3587,745.03,0.271,9.2803,31,FALSE,1.344,,,,,,,,43,19,0.092031,46,0.01664,88.65,1,0,1.407,0,377,9147.24856,3.94288,2319.94,15.784141,0.002795,45,2702.49,8.80611,306.888,16.759132,0.004506,44,9640.98,11.1796,862.369,14.787592,0.003984,1.349,0,26,0,25,0,1.97154,0.974992,0.996549,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999999,,,,,,,,,,,,,,,,,,,,,,,251.8017261,-45.8359992,1.007579,0.839515,-0.261,2.336218,0.013847107,0.966709508,25
0,41.0442,159.423,30.0441,33.0707,251.756,-45.8576,1.01484,0.871728,-5.34551,-1,0.858978,-33.0543,5.57732,Gaia DR3 5940106659927383552,251.7554159,-45.85660889,0,0,91,1.63615E+18,5.94011E+18,1289184357,0.2127,0.1406,0.3368,0.234,1.4391,4.491,-2.711,0.301,-3.581,0.228,-0.0184,0.0077,-0.4948,-0.0897,-7.00E-04,-0.0679,-0.5146,-0.1997,0.0571,-0.03,370,0,368,2,0.9291,526.78,0.9,3.9694,95,FALSE,,1.0907,0.0443,-0.078,0.085,0.003,0.006,-0.057,43,18,0.433169,45,0.01811,118.3,0,0,1.034,0,376,633.84448,1.34774,470.302,18.68241,0.003595,22,43.2004,5.48428,7.87714,21.249823,0.137862,42,1142.82,22.5679,50.6391,17.102953,0.021771,1.871,0,17,0,28,1,4.14687,2.567413,1.579456,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,,,,,,,,,,,,,,,,,,,,,,,251.7554332,-45.85659298,4.922598,3.72655,-0.0224,3.857591,0.014130283,0.986478908,26
0,28.501,72.8227,34.6065,33.0936,251.749,-45.8574,1.74308,1.31024,-5.6013,-1,0.751682,60.3595,8.03346,Gaia DR3 5940106655624023296,251.7497648,-45.85726231,0,0,109,1.63615E+18,5.94011E+18,444843871,0.1072,0.0757,0.1339,0.1063,1.26,4.614,-2.384,0.135,-3.951,0.109,-0.2746,-0.106,-0.5578,0.1796,-0.0183,0.1817,-0.5887,0.0172,-0.0226,-0.2849,298,0,297,1,1.4858,922.99,0.637,19.356,95,FALSE,,1.1168,0.0218,0.046,0.112,-0.046,-0.089,0.013,35,16,0.20917,36,0.01727,83.15,0,0,1.061,0,290,4071.97225,4.36652,932.545,16.662855,0.002991,35,120.174,7.67719,15.6533,20.139019,0.069417,35,7094.92,21.3036,333.039,15.120526,0.004991,1.772,0,20,0,14,0,5.018493,3.476164,1.542329,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,4245.5,4239.4,4250.7,2.1814,2.1511,2.2075,0.3482,0.3426,0.3536,1071.5316,1041.3481,1107.2148,9.9975,9.9936,9.9994,6.0751,6.0714,6.0778,3.5054,3.5038,3.5063,MARCS,251.74978,-45.85724476,2.222416,1.790279,-0.2864,1.99684,0.014355153,1.002177803,27
0,138.442,-15.4266,4.28637,28.1396,251.798,-45.8537,7.65807,2.31894,-0.0224112,-1,0.30281,-86.6305,45.4487,Gaia DR3 5940105972732591744,251.7976571,-45.85364233,0,0,90,1.63615E+18,5.94011E+18,796942969,0.354,0.2105,0.4281,0.3634,1.178,3.275,-1.549,0.413,-2.885,0.321,-0.0031,-0.3104,-0.2408,0.0658,-0.0303,0.0786,-0.4214,-0.0975,0.0118,-0.1194,274,0,274,0,1.9049,372.1,1.358,4.0363,95,FALSE,,1.128,0.0719,-0.078,0.063,0.081,-0.032,-0.046,32,16,0.587117,35,0.01589,87.82,0,0,1.082,0,274,344.72885,1.84264,187.084,19.343674,0.006424,17,14.7718,3.4502,4.28145,22.414957,0.253606,27,639.072,7.50063,85.2025,17.73402,0.013292,1.897,0,0,0,0,0,4.680937,3.071283,1.609653,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999999,,,,,,,,,,,,,,,,,,,,,,,251.797667,-45.85362951,6.698459,5.225258,-0.1222,0.8935,0.014452936,1.009004311,28
0,30.6991,93.505,13.5428,7.60937,251.784,-45.8303,1.42988,1.42988,-5.84124,-1,1,50.7198,11.072,Gaia DR3 5940199877889545984,251.7834192,-45.83067835,0.001,0.001,73,1.63615E+18,5.9402E+18,1690909809,1.2811,0.6594,-1.8605,1.0707,-1.7377,4.15,0.399,1.702,-4.131,1.029,0.479,0.2137,-0.713,-0.4235,0.1692,-0.429,-0.5906,-0.4534,-0.2471,0.4412,261,0,259,2,2.8603,360.47,3.468,3.7738,95,FALSE,,1.0264,0.1945,0.088,0.11,0.173,-0.139,-0.111,32,17,2.696146,32,0.03299,77.54,0,0,1.128,0,255,114.51594,0.834877,137.165,20.540201,0.008381,6,23.4109,5.14386,4.55124,21.914995,0.238575,11,177.916,14.5259,12.2482,19.122356,0.088725,1.758,0,0,0,0,0,2.792639,1.374794,1.417845,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999995,,,,,,,,,,,,,,,,,,,,,,,251.7834166,-45.83065999,28.162133,16.854113,0.4525,1.98976,0.01459898,1.019200108,29
0,26.8877,11.7975,11.6988,7.37843,251.787,-45.8302,3.25734,0.0740225,-0.01117,-1,0.0227248,-21.4306,23.1874,Gaia DR3 5940199877886908800,251.7879652,-45.83051528,0.001,0.001,79,1.63615E+18,5.9402E+18,588921024,1.0006,0.6123,-0.0744,1.0776,-0.069,3.485,0.98,1.501,-3.345,1.13,0.2161,0.1653,-0.3847,-0.0053,0.0691,-0.0429,-0.2494,-0.1684,0.2043,0.3132,174,0,174,0,2.8302,239.42,2.426,1.6915,95,FALSE,,1.5376,0.2168,-0.065,0.127,0.034,0.195,-0.054,20,12,2.213654,23,0.008064,11.29,0,4,1.156,0,184,111.409,1.2795,87.0724,20.570066,0.01277,16,37.5449,5.23669,7.16958,21.402166,0.151462,19,207.496,9.09779,22.8073,18.955372,0.047755,2.199,0,8,0,10,0,2.446795,0.8321,1.614695,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999993,,,,,,,,,,,,,,,,,,,,,,,251.7879589,-45.83050042,24.413788,18.244923,0.3073,2.667835,0.015053257,1.050914592,30
0,19.7941,92.8653,18.7229,6.12513,251.776,-45.8284,1.64451,0.68227,-5.12418,-1,0.414878,-28.4074,8.34446,Gaia DR3 5940199877892580736,251.7782417,-45.82865951,0.001,0.001,83,1.63615E+18,5.9402E+18,478177477,0.8779,0.5242,1.9978,0.9453,2.1134,5.931,-4.312,1.3,-4.073,0.891,0.129,0.1288,-0.453,-0.1298,-0.0085,-0.0937,-0.5249,-0.4048,0.0036,-0.0154,241,0,238,3,5.5119,420.81,3.237,7.0885,95,FALSE,,1.058,0.1765,-0.121,0.147,-0.048,0.06,-0.164,29,17,1.870743,31,0.02388,56.82,0,0,1.265,0,245,149.76003,1.09923,136.241,20.248877,0.008432,2,42.7248,1.18775,35.9711,21.261843,0.030312,5,362.443,22.7254,15.9488,18.349796,0.068181,2.705,0,0,0,0,0,2.912046,1.012966,1.89908,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999995,,,,,,,,,,,,,,,,,,,,,,,251.7782692,-45.82864141,21.206438,14.538608,-0.006,5.698073,0.015660262,1.093291507,31
0,19.579,14.1696,24.4964,5.66095,251.767,-45.8275,2.07947,0.19731,-2.43524,-1,0.0948846,-59.6377,12.1545,Gaia DR3 5940200633803785344,251.7653074,-45.82870474,0.001,0.001,74,1.63615E+18,5.9402E+18,1577769026,1.3958,0.7281,0.5678,1.201,0.4728,4.728,-2.625,1.795,-3.933,1.153,0.4255,0.3327,-0.6713,-0.4113,0.2575,-0.3964,-0.5379,-0.3945,-0.3659,0.342,205,0,197,8,3.8166,310.34,4.076,18.327,95,FALSE,,1.1393,0.2205,0.215,0.25,0.104,-0.183,-0.199,24,15,2.820609,26,0.1022,77.1,0,0,1.2,0,202,121.9382,1.01953,119.602,20.472017,0.009487,16,32.7165,4.9923,6.55339,21.551626,0.165699,20,149.056,10.735,13.8852,19.314518,0.078285,1.491,0,0,0,1,0,2.237108,1.079609,1.157499,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999988,,,,,,,,,,,,,,,,,,,,,,,251.7653242,-45.82868726,29.671857,18.848708,0.3585,6.067979,0.016149312,1.127433608,32
0,16.5503,81.8125,29.2808,5.84981,251.76,-45.8274,1.90627,0.574404,-4.99877,-1,0.301323,-62.474,10.5751,Gaia DR3 5940106797366446336,251.7605875,-45.82725147,0,0,83,1.63615E+18,5.94011E+18,1567737525,0.4225,0.2639,-0.2747,0.439,-0.6257,4.873,-1.725,0.564,-4.557,0.395,0.1159,-0.0996,-0.2238,-0.0293,-0.1074,-0.0418,-0.3894,-0.1046,-0.0056,-0.0389,268,0,267,1,-0.881,288.28,0.055,0.0034538,95,FALSE,,1.0086,0.0957,0.071,0.239,0.033,-0.22,-0.046,31,16,0.788506,33,0.01151,66.96,1,0,0.96,0,258,236.35701,0.988505,239.105,19.753447,0.005311,20,39.4083,6.56025,6.00714,21.349571,0.180763,30,307.996,7.50553,41.0359,18.526533,0.026727,1.47,0,0,0,1,0,2.823038,1.596125,1.226913,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999998,,,,,,,,,,,,,,,,,,,,,,,251.7605985,-45.82723121,9.129378,6.426163,-0.0345,1.580998,0.016214819,1.132006883,33
0,54.0883,-49.323,11.2152,34.3826,251.786,-45.8602,3.86422,1.46088,,-1,0.378052,57.4148,20.1925,Gaia DR3 5940105938373876480,251.7860646,-45.8606114,0.001,0.001,77,1.63615E+18,5.94011E+18,790273259,1.1537,0.5788,1.7334,1.0209,1.6979,1.805,-1.351,1.294,1.198,0.947,0.3794,-0.0736,-0.5912,-0.1726,-0.215,-0.2021,-0.4665,-0.2187,0.0339,0.0286,185,0,184,1,0.8427,215.02,1.834,1.1255,95,FALSE,,1.2272,0.2084,-0.369,-0.034,0.115,0.184,-0.145,22,13,1.965004,23,0.0238,90.17,0,0,1.043,0,182,123.09627,0.895728,137.426,20.461754,0.008367,9,40.8516,5.9801,6.83126,21.310518,0.158961,14,118.779,8.65576,13.7225,19.56105,0.079211,1.297,0,1,0,0,0,1.749468,0.848764,0.900703,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999991,,,,,,,,,,,,,,,,,,,,,,,251.7860733,-45.86061672,21.412464,15.427315,0.0444,1.494811,0.017981303,1.2553306,34
0,56.8672,-16.7572,35.4312,36.59,251.747,-45.8612,1.49271,1.4834,,-1,0.993764,65.2835,37.5456,Gaia DR3 5940106659927824896,251.7481155,-45.86224415,0.001,0.001,81,1.63615E+18,5.94011E+18,1411410287,1.0025,0.577,-1.7354,1.0655,-1.6288,4.486,-1.826,1.376,-4.098,0.96,0.1828,0.1178,-0.4119,-0.1811,-0.009,-0.1365,-0.4152,-0.3135,-0.2218,0.1348,236,0,236,0,6.0076,405.72,3.974,5.5897,95,FALSE,,1.5791,0.1992,-0.121,0.053,0.108,-0.053,-0.06,28,17,1.99737,29,0.03061,5.736,0,0,1.291,0,231,128.07975,0.988916,129.515,20.418665,0.008824,13,22.8405,6.28371,3.63487,21.94178,0.298713,23,218.063,11.5379,18.8997,18.901443,0.057571,1.881,0,0,0,0,0,3.040337,1.523115,1.517221,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999997,,,,,,,,,,,,,,,,,,,,,,,251.7481271,-45.86222594,22.444027,15.613949,0.1433,4.698576,0.018182141,1.26935171,35
