Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,angular_distance_from_cluster_center_2,Linear_distance_from_cluster_center,Star_Count
0,16.5815,106.061,34.1158,4.47806,251.752,-45.8256,1.23661,0.671994,-5.03233,-1,0.543417,-37.7941,9.53408,Gaia DR3 5940106793069531264,251.7507308,-45.8254639,0.001,0,83,1.63615E+18,5.94011E+18,1205705714,0.6367,0.3729,-0.0469,0.6817,-0.0688,5.885,0.086,1.005,-5.884,0.637,0.1451,0.0218,-0.4113,-0.1098,0.1252,-0.1459,-0.4598,-0.2208,-0.0956,0.3437,248,0,248,0,1.5701,294.17,1.512,1.5424,95,FALSE,,1.2886,0.1304,-0.015,0.025,0.024,0.1,0.093,30,16,1.469847,31,0.05873,91.26,1,0,1.071,0,247,176.69945,1.22331,144.444,20.069279,0.008006,26,86.281,8.45332,10.2068,20.498755,0.106411,26,304.147,9.66598,31.4657,18.540188,0.034712,2.21,0,26,0,26,0,1.958567,0.429476,1.529091,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999994,,,,,,,,,,,,,,,,,,,,,,,251.7507302,-45.82543775,16.347047,10.366643,0.3418,3.218556,0.018234955,1.273038834,36
0,28.738,204.19,15.5217,3.20637,251.782,-45.8253,1.85314,1.55511,-7.06168,-1,0.839173,-58.054,11.0218,Gaia DR3 5940199912246656256,251.7823773,-45.82517887,0,0,85,1.63615E+18,5.9402E+18,1734701643,0.4044,0.2438,-0.0923,0.41,-0.2251,7.37,-1.509,0.489,-7.213,0.368,0.097,-0.2028,-0.2606,-0.0392,-0.0414,-0.0181,-0.3747,-0.2131,0.038,8.00E-04,277,0,276,1,-1.0913,274.37,0,0,95,FALSE,,1.1906,0.0875,-0.012,0.058,0.066,-0.015,-0.085,32,16,0.690237,34,0.02679,103.3,0,0,0.952,0,282,247.33009,0.970422,254.869,19.704174,0.005073,28,52.4977,4.18416,12.5468,21.03819,0.08658,32,307.282,12.2705,25.0422,18.529053,0.043521,1.455,0,20,0,21,0,2.509138,1.334017,1.175121,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999997,,,,,,,,,,,,,,,,,,,,,,,251.7823869,-45.82514681,7.939934,5.986289,0.0037,1.044885,0.019084782,1.332367859,37
0,23.72,80.3388,22.503,2.58375,251.771,-45.8242,1.62469,0.49568,-4.95023,-1,0.305092,-68.5699,8.37798,Gaia DR3 5940200629509337216,251.771308,-45.82558563,0.001,0,92,1.63615E+18,5.9402E+18,482974353,0.5346,0.3701,0.1696,0.6052,0.2803,4.892,-2.207,0.707,-4.365,0.571,-0.0286,-0.0823,-0.2693,0.0777,-0.1721,0.1456,-0.4972,-0.3045,0.1611,-0.1853,276,0,271,5,2.6672,388.89,2.201,4.189,95,FALSE,,0.9343,0.1089,0.004,0.047,0.075,-0.103,-0.026,32,16,1.033427,33,0.03383,102.3,0,0,1.117,0,277,207.98023,1.01118,205.68,19.892311,0.005955,15,21.2072,4.24342,4.99767,22.022333,0.217266,27,429.947,17.877,24.0503,18.164358,0.045302,2.169,0,0,0,0,1,3.857975,2.130022,1.727953,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,,,,,,,,,,,,,,,,,,,,,,,251.7713221,-45.82556622,11.47398,9.332765,-0.1883,5.050411,0.019542514,1.364323607,38
0,17.1845,42.1627,2.43948,2.77942,251.803,-45.8256,2.84786,2.83117,-5.72638,-1,0.994141,-31.9647,20.978,Gaia DR3 5940199946606389760,251.8052885,-45.82393331,0,0,92,1.63615E+18,5.9402E+18,1757966963,0.4602,0.2719,0.3184,0.4927,0.6463,2.822,-1.731,0.53,2.228,0.416,-0.0443,-0.3191,-0.2359,0.0861,0.0029,0.0902,-0.4232,-0.1348,0.0153,-0.1167,287,0,287,0,2.1537,386.31,1.49,2.5,95,FALSE,,1.1065,0.092,0.055,0.043,0,-0.096,-0.044,33,16,0.755567,35,0.01856,91.52,0,0,1.091,0,287,240.51429,1.02762,234.049,19.734514,0.005395,30,40.9048,5.8889,6.94608,21.309107,0.156334,33,293.146,8.47965,34.5706,18.580183,0.031633,1.389,0,7,0,8,0,2.728924,1.574593,1.154331,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999996,,,,,,,,,,,,,,,,,,,,,,,251.8052996,-45.82394322,8.607015,6.774363,-0.1212,8.31426,0.021223019,1.481644827,39
0,11.1613,79.3753,6.66534,1.16976,251.796,-45.8236,3.70005,0.668315,-5.22077,-1,0.180623,-7.16482,3.18611,Gaia DR3 5940199907954834816,251.7951311,-45.82279464,0,0,94,1.63615E+18,5.9402E+18,564591947,0.2469,0.1619,0.4158,0.2847,1.4606,4.82,-2.463,0.321,-4.144,0.26,-0.0657,-0.2229,-0.2047,0.0242,-0.0552,0.0585,-0.3616,-0.1417,0.0844,-0.1352,308,0,307,1,-0.2575,350.91,0.669,1.2728,95,FALSE,,1.1472,0.0536,0.011,0.052,0.01,-0.042,-0.092,35,18,0.455929,37,0.01785,11.29,0,0,0.988,0,307,438.10961,1.23997,353.323,19.08341,0.004127,15,31.4589,4.87662,6.45097,21.594183,0.168329,35,780.862,6.4538,120.993,17.516459,0.009737,1.854,0,0,0,1,1,4.077724,2.510773,1.566952,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,,,,,,,,,,,,,,,,,,,,,,,251.7951468,-45.82277623,5.191898,4.221738,-0.1352,3.637537,0.022042996,1.53888995,40
0,31.25,10.1991,45.9526,39.1766,251.73,-45.8635,10.5629,2.26043,-4.65E-05,-1,0.213997,-24.1363,17.6936,Gaia DR3 5940106694295489792,251.7308399,-45.86509061,0,0,99,1.63615E+18,5.94011E+18,868826549,0.0838,0.0623,0.2302,0.0948,2.4277,4.52,-2.334,0.128,-3.871,0.105,-0.1036,-0.0335,-0.3189,-0.011,-0.0933,0.0198,-0.4488,0.0429,-0.0015,-0.3208,364,0,363,1,3.3683,1260.9,0.68,29.534,95,FALSE,,1.1471,0.0181,0.045,0.176,0.017,-0.136,-0.029,42,19,0.190749,43,0.01498,91.94,0,0,1.128,0,358,4910.75932,4.76907,1029.71,16.459496,0.00295,40,166.347,7.84227,21.2116,19.786003,0.051262,39,8401.53,12.7305,659.955,14.936999,0.004122,1.745,0,15,0,15,0,4.849004,3.326508,1.522496,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,4636.4,4602.4,4659.5,2.1842,2.13,2.2201,-0.4197,-0.4262,-0.4135,1269.8624,1222.0367,1339.8395,9.9752,9.9438,9.9927,6.2034,6.1771,6.2188,3.6031,3.5864,3.6126,MARCS,251.7308548,-45.8650734,2.068955,1.708202,-0.3115,6.109178,0.022099613,1.542842572,41
0,35.75,2.38516,18.7335,40.5432,251.773,-45.8666,2.56041,0.151808,-2.10E-04,-1,0.0592907,-7.84414,19.2117,Gaia DR3 5940105904013590016,251.7724788,-45.86683407,0.001,0.001,73,1.63615E+18,5.94011E+18,369778892,1.2714,0.6607,0.7005,1.0809,0.6481,3.195,-1.984,1.668,-2.504,1.011,0.4583,0.3204,-0.7168,-0.4485,0.3116,-0.4727,-0.5091,-0.538,-0.2556,0.4359,196,0,196,0,-0.0193,223.35,2.248,1.4351,95,FALSE,,1.1068,0.2129,0.174,0.153,0.216,-0.255,-0.235,23,15,2.663735,23,0.05,70.53,0,0,0.997,0,193,107.55572,0.8888,121.012,20.608284,0.009386,2,21.0607,12.8813,1.63499,22.02986,0.66407,4,222.117,36.9334,6.014,18.881441,0.180574,2.261,0,0,0,0,1,3.148418,1.421576,1.726843,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999996,,,,,,,,,,,,,,,,,,,,,,,251.7724915,-45.86682294,27.620946,16.521783,0.4517,1.544039,0.023210606,1.620404491,42
0,42.625,-73.193,14.0715,40.136,251.781,-45.8664,8.55289,3.67927,-3.89E-04,-1,0.430178,-81.1266,32.6877,Gaia DR3 5940106007092297984,251.7793458,-45.86642416,0.001,0,78,1.63615E+18,5.94011E+18,1332827551,0.6365,0.3813,0.36,0.6571,0.5479,5.354,-2.851,0.84,-4.532,0.587,0.2439,-0.0019,-0.4798,-0.1582,0.0386,-0.1782,-0.4004,-0.4106,-0.1146,0.243,233,0,232,1,-0.0139,259.99,0.636,0.25258,95,FALSE,,0.9157,0.1275,-0.084,0.034,0.09,-0.061,-0.134,28,16,1.256324,29,0.04957,103.8,0,0,0.998,0,215,162.99277,0.938021,173.762,20.156946,0.006829,3,293.104,6.06156,48.3545,19.170988,0.022626,5,417.86,35.2091,11.8679,18.195318,0.091563,4.362,0,0,0,0,1,0.97567,-0.985958,1.961628,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999998,,,,,,,,,,,,,,,,,,,,,,,251.779364,-45.86640402,13.759569,9.549362,0.248,4.162305,0.023455315,1.637488384,43
0,20.9769,67.6222,31.5208,43.1629,251.753,-45.8687,2.21604,0.92504,-5.48522,-1,0.41743,59.812,4.93568,Gaia DR3 5940106625567600640,251.7531051,-45.86857064,0,0,99,1.63615E+18,5.94011E+18,339231211,0.0655,0.0478,0.4258,0.0743,5.7303,3.854,0.017,0.09,-3.854,0.075,-0.1097,-0.0757,-0.363,0.0389,-0.1413,0.0759,-0.48,-0.0959,0.1091,-0.1834,357,0,355,2,1.8424,438.6,0.203,1.4808,95,FALSE,,1.3574,0.0152,-0.115,0.095,-0.009,0.023,-0.027,41,19,0.131699,44,0.02575,92.4,1,0,1.07,0,364,2972.50925,2.98042,997.346,17.004559,0.002963,32,974.203,13.2944,73.2791,17.866919,0.015077,31,3759.02,161.778,23.2358,15.810207,0.04688,1.592,0,18,0,18,0,2.056711,0.86236,1.194351,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999992,4848.9,4767.7,4913.7,4.317,4.2835,4.347,-1.3944,-1.5425,-1.3626,970.7806,937.4464,1006.698,1.9117,1.8384,1.9727,1.4364,1.3773,1.4856,0.7898,0.7563,0.8187,MARCS,251.753105,-45.86855351,1.471433,1.218462,-0.1816,0.521847,0.025257281,1.763289195,44
0,26.5541,4.82514,10.4823,41.5281,251.787,-45.8682,1.47194,0.36376,-3.01118,-1,0.247129,-63.5721,10.7767,Gaia DR3 5940105934069447168,251.7865363,-45.86876403,0,0,90,1.63615E+18,5.94011E+18,1489151347,0.1812,0.1169,0.6102,0.1943,3.1414,2.727,0.982,0.244,-2.545,0.187,-0.0073,-0.059,-0.4717,-0.0679,-0.0373,-0.0425,-0.4878,-0.1499,0.0463,-0.0332,351,0,349,2,-0.657,354.65,0,0,95,FALSE,,1.2997,0.0394,-0.081,0.039,0.054,-0.011,-0.044,41,19,0.351203,44,0.01027,70.1,0,0,0.974,0,352,640.17048,1.19472,535.832,18.671627,0.00342,38,144.002,6.09241,23.6363,19.94262,0.04602,38,759.914,10.3049,73.7432,17.545984,0.015201,1.412,0,32,0,33,0,2.396635,1.270992,1.125643,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999998,4020.2,3989.6,4069.1,4.8809,4.7669,4.9243,-1.1399,-1.3121,-1.0272,567.8808,520.3093,619.4497,1.8202,1.7624,1.8944,1.2722,1.2308,1.3272,0.691,0.6684,0.7213,PHOENIX,251.78653,-45.86875272,3.992405,3.055217,-0.0272,2.34786,0.025658922,1.791329037,45
0,14.5094,130.389,36.2563,44.1155,251.745,-45.8695,1.86264,1.81955,-6.61947,-1,0.976863,-88.7199,5.82445,Gaia DR3 5940106625567602304,251.7456627,-45.86958845,0,0,97,1.63615E+18,5.94011E+18,1456296962,0.1812,0.1194,0.1087,0.2016,0.5389,4.384,-2.576,0.262,-3.547,0.194,-0.1088,-0.0563,-0.4738,1.00E-04,0.0191,0.0052,-0.5232,-0.0514,0.0275,-0.0239,362,0,360,2,0.0929,384.84,0,0,95,FALSE,,1.315,0.0391,-0.038,0.032,0.005,-0.004,0.021,42,19,0.373835,44,0.03215,105.8,0,0,1.003,0,358,647.16828,1.27694,506.812,18.659824,0.00349,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,251.7456792,-45.86957269,4.27315,3.160555,-0.0233,1.703982,0.026421229,1.844548014,46
0,28.0628,161.951,23.2832,44.0992,251.766,-45.8703,4.9959,3.96349,-8.66157,-1,0.793348,-88.1129,27.9485,Gaia DR3 5940105904013078144,251.7662593,-45.87045794,0,0,93,1.63615E+18,5.94011E+18,806362933,0.1327,0.0892,0.3472,0.1534,2.2628,4.434,-2.059,0.18,-3.926,0.147,-0.0472,-0.1622,-0.3192,0.0334,-0.1384,0.0642,-0.4388,-0.0765,0.1017,-0.1082,327,0,326,1,-0.2806,514.47,0.655,5.6225,95,FALSE,,1.1019,0.0291,-0.107,0.065,0.023,0.019,-0.028,38,18,0.256245,42,0.008443,76.15,1,0,0.988,0,325,1329.91909,3.10296,428.597,17.877804,0.003743,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999981,,,,,,,,,,,,,,,,,,,,,,,251.7662724,-45.87044049,2.921982,2.393265,-0.1086,0.850658,0.026720859,1.865466097,47
0,58.8339,-30.3592,18.2474,43.779,251.774,-45.8702,4.05463,0.00133523,0.00703943,-1,3.29E-04,52.3885,39.8054,Gaia DR3 5940105904021495808,251.7748451,-45.87009718,0,0,98,1.63615E+18,5.94011E+18,1146491539,0.0993,0.071,-0.0455,0.1129,-0.4031,4.453,-2.254,0.14,-3.841,0.113,-0.0968,-0.1254,-0.3169,0.0455,-0.1136,0.0881,-0.4922,-0.1177,0.0618,-0.194,352,0,352,0,2.017,776.74,0.656,13.096,95,FALSE,,1.1263,0.022,-0.093,0.061,0.02,0.01,-0.012,41,19,0.203235,44,0.01335,110.9,1,0,1.077,0,354,2460.85234,3.86844,636.135,17.209654,0.003241,39,75.4394,6.19951,12.1686,20.644547,0.089268,39,4403.2,19.5187,225.589,15.638475,0.006119,1.82,0,2,0,2,0,5.006071,3.434893,1.571178,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,4132.3,4119.9,4142,0.7954,0.7567,0.8106,-1.0882,-1.0895,-1.0866,5310.082,5246.099,5485.5464,9.9949,9.9827,9.999,6.0352,6.0241,6.0404,3.5344,3.5274,3.5375,MARCS,251.7748595,-45.87008012,2.276283,1.84927,-0.1929,2.146083,0.026822319,1.872549355,48
0,88.9985,-34.4057,21.431,45.2464,251.769,-45.8716,7.91959,0.445873,-0.0149386,-1,0.0563,66.5149,38.748,Gaia DR3 5940105904013595648,251.7681768,-45.87233298,0.009,0.002,62,1.63615E+18,5.94011E+18,311191010,7.8477,4.4461,,,,,,,,,0.909,,,,,,,,,,55,0,55,0,1.9465,71.252,4.414,1.4072,3,FALSE,,,,,,,,,7,6,24.593704,7,0.04139,88.03,0,14,,0,51,88.16417,3.33218,26.4584,20.824137,0.041128,2,43.9666,30.6857,1.4328,21.230734,0.757776,2,546.777,474.532,1.15225,17.903368,0.942285,6.701,0,0,0,0,0,3.327366,0.406597,2.920769,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.80E-04,5.70E-05,0.998169,,,,,,,,,,,,,,,,,,,,,,,251.7681768,-45.87233298,7.847718,4.446119,0.909,3.342228,0.028068645,1.959559217,49
0,21.1366,-33.7092,1.33468,43.3422,251.801,-45.8707,8.41551,0.0267758,,-1,0.00318172,77.6803,8.82694,Gaia DR3 5940105938381231232,251.7990328,-45.87076637,0,0,100,1.63615E+18,5.94011E+18,409548505,0.1488,0.1076,0.5306,0.1649,3.2184,3.559,-0.031,0.209,-3.559,0.173,-0.1166,0.0303,-0.4477,0.0357,-0.1601,0.0896,-0.5551,-0.2229,0.1815,-0.2036,317,0,316,1,4.3273,450.26,0.678,4.9919,31,FALSE,1.331,,,,,,,,37,19,0.309862,40,0.03525,102.6,0,0,1.177,0,311,1139.25002,1.89007,602.754,18.045818,0.003292,36,329.804,8.1903,40.2676,19.042904,0.027107,34,1265.36,8.56437,147.748,16.992357,0.008264,1.4,0,36,0,34,0,2.050547,0.997086,1.053461,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999996,4907.6,4812.9,4970.9,4.8163,4.7728,4.8552,-1.7949,-2.0983,-1.5765,654.2216,614.7285,706.7947,2.4601,2.3622,2.5265,1.8205,1.7403,1.8738,1.0063,0.9614,1.0356,MARCS,251.799033,-45.87075055,3.413946,2.83469,-0.2003,4.92381,0.029445082,2.05565258,50
0,129.758,21.9399,12.4986,46.4757,251.783,-45.8735,0.441927,0.436577,-3.92563,-1,0.987893,51.5992,48.0048,Gaia DR3 5940105835293587072,251.7837708,-45.87271633,0,0,82,1.63615E+18,5.94011E+18,880471513,0.3978,0.2463,0.114,0.4268,0.2672,5.828,-2.865,0.525,-5.075,0.386,0.1497,-0.142,-0.2472,0.0144,-0.2264,0.0774,-0.5309,-0.119,0.231,0.0212,254,0,252,2,1.7582,342.41,1.379,3.5422,95,FALSE,,1.1116,0.0809,-0.081,-0.023,0.252,0.065,0.104,30,16,0.735168,34,0.01116,120,0,0,1.079,0,259,349.97551,1.57446,222.283,19.327272,0.005608,23,28.9589,7.56895,3.82601,21.684088,0.283791,28,615.344,17.823,34.5253,17.7751,0.031674,1.841,0,0,0,0,0,3.908987,2.356815,1.552172,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,,,,,,,,,,,,,,,,,,,,,,,251.7837891,-45.87269378,8.501332,6.313699,0.0171,3.415055,0.030528576,2.131294654,51
0,27.4952,71.3743,10.0241,46.293,251.787,-45.8735,1.77325,0.801467,-4.92188,-1,0.451976,-86.1018,4.06603,Gaia DR3 5940105938372798976,251.7870582,-45.87333929,0,0,80,1.63615E+18,5.94011E+18,662041904,0.4568,0.2815,-0.2339,0.46,-0.5085,7.075,-3.277,0.571,-6.271,0.411,0.1734,-0.0973,-0.3602,-0.0887,0.0034,-0.0888,-0.4539,-0.2925,-0.0174,0.0767,265,0,264,1,0.0835,293.28,0,0,95,FALSE,,1.1617,0.0951,-0.014,0.108,0.111,-0.082,-0.127,31,16,0.821294,35,0.04325,82.98,3,0,1.002,0,248,222.90348,0.996078,223.781,19.817074,0.00558,12,39.0042,2.96322,13.1628,21.360764,0.082533,13,265.526,29.8661,8.89054,18.68763,0.122181,1.366,0,1,0,1,0,2.673134,1.54369,1.129444,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999993,,,,,,,,,,,,,,,,,,,,,,,251.7870791,-45.87331142,9.310519,6.710983,0.082,0.597988,0.030793302,2.149775982,52
0,15.6987,31.8605,3.35698,45.6433,251.798,-45.8731,2.09059,1.05011,-4.73477,-1,0.502306,46.4468,4.07442,Gaia DR3 5940105938372795776,251.795996,-45.8733008,0,0,86,1.63615E+18,5.94011E+18,903058903,0.3163,0.2005,-0.3934,0.3469,-1.1338,4.342,-1.641,0.427,-4.02,0.315,0.0739,-0.101,-0.2851,0.0011,-0.0766,0.0259,-0.4638,-0.2662,0.0307,-0.0177,279,0,276,3,2.012,386.28,1.262,4.0359,95,FALSE,,1.1111,0.0678,-0.059,0.038,0.141,-0.084,-0.061,33,17,0.602485,36,0.03555,46.55,0,0,1.087,0,284,407.11888,1.20841,336.903,19.163063,0.00424,12,27.283,5.20928,5.23739,21.74881,0.207323,30,734.088,9.0932,80.7293,17.583525,0.01397,1.87,0,0,0,2,1,4.165285,2.585747,1.579538,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,1,,,,,,,,,,,,,,,,,,,,,,,251.7960065,-45.87328293,6.922332,5.137449,-0.0181,5.084866,0.031366451,2.189789301,53
0,35.2222,35.2467,-16.5159,12.4918,251.803,-45.876,3.82003,2.08912,-1.01E-04,-1,0.546884,89.7621,29.8507,Gaia DR3 5940105732214359936,251.8039446,-45.87506084,0,0,87,1.63615E+18,5.94011E+18,343891287,0.3762,0.21,0.8847,0.366,2.417,8.674,-1.068,0.435,-8.608,0.336,0.0717,-0.236,-0.2955,-0.0779,-0.1742,0.0236,-0.4781,-0.2018,0.1301,-0.1916,254,0,253,1,-0.495,256.23,0,0,95,FALSE,,1.2652,0.0796,-0.198,0.108,0.048,-0.031,-0.084,29,16,0.628946,33,0.006381,11.6,0,0,0.976,0,236,352.59234,1.21302,290.673,19.319185,0.004642,17,103.815,8.02074,12.9433,20.297894,0.08393,17,379.108,9.48835,39.9551,18.30099,0.027435,1.37,0,0,0,0,0,1.996904,0.978708,1.018196,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999989,,,,,,,,,,,,,,,,,,,,,,,251.8039514,-45.87502258,7.07309,5.482604,-0.1815,4.134849,0.034623317,2.417161237,54
